0,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
517,Naomi,ns-ATLANTA,ns-ATLANTA,A,,A,,N,ASL_2008_08_04,16,285,320,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_141.mov
518,Brady,ns-ATLANTA,ns-ATLANTA,A,,A,,N,ASL_2011_06_08_Brady,13,17516,17540,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_141.mov
519,Lana,ns-ATLANTA,ns-ATLANTA,A,,A,,N,ASL_2006_10_10,3,1173,1201,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_141.mov
520,Dana,ns-ATLANTA,ns-ATLANTA,10,,10,,N,ASL_2007_05_24,7,1153,1203,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_141.mov
521,Liz,GO,GO,1,1,1,1,N,ASL_2008_01_11,24,990,1020,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_143.mov
522,Liz,GO,GO+,1,1,1,bent-1,N,ASL_2008_01_11,24,1195,1221,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3643.mov
523,Tyler,GO,GO+,1,1,1,1,N,ASL_2008_05_12a,16,1020,1051,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_143.mov
524,Tyler,GO,GO++,1,1,1,1,N,ASL_2008_05_12a,16,2340,2380,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3643.mov
525,Naomi,GO,GO,1,1,1,1,N,ASL_2008_08_04,16,1402,1425,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_143.mov
526,Naomi,GO,GO+,1,1,bent-1,bent-1,N,ASL_2008_08_04,16,3165,3191,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3643.mov
527,Naomi,GO,GO,1,1,1,1,N,ASL_2008_08_13,6,1418,1427,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5095.mov
528,Liz,GO,(1h)GO,1,,1,,N,ASL_2008_02_01,7,1445,1495,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5096.mov
529,Brady,GO,(1h)GO,1,,1,,N,ASL_2011_06_14_Brady,26,8773,8800,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5096.mov
530,Tyler,GO,(1h)(5)GO,5,,5,,N,ASL_2008_05_29a,38,1125,1155,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5661.mov
531,Liz,PAY-ATTENTION,PAY-ATTENTION+,B-L,B-L,B-L,B-L,N,ASL_2008_01_11,24,1451,1481,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_145.mov
532,Tyler,PAY-ATTENTION,PAY-ATTENTION+,flat-B,flat-B,flat-B,flat-B,N,ASL_2008_05_12a,16,2870,2895,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_145.mov
533,Naomi,PAY-ATTENTION,PAY-ATTENTION+,B,B,B,B,N,ASL_2008_08_04,16,3545,3568,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_145.mov
534,Brady,PAY-ATTENTION,PAY-ATTENTION+,B-L,B-L,B-L,B-L,N,ASL_2011_06_08_Brady,13,19455,19475,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_145.mov
535,Liz,ATTITUDE,ATTITUDE,A,,A,,N,ASL_2008_01_11,25,466,502,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_146.mov
536,Liz,ATTITUDE,ATTITUDE,A,,A,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,8,2690,2761,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3914.mov
537,Naomi,ATTITUDE,ATTITUDE,A,,A,,N,ASL_2008_08_04,16,3888,3925,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_146.mov
538,Brady,ATTITUDE,ATTITUDE,A,,A,,N,ASL_2011_06_08_Brady,13,19812,19835,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_146.mov
539,Tyler,ATTITUDE,ATTITUDE_2,A,,A,,N,ASL_2008_05_12a,16,3225,3254,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15951.mov
540,Liz,YOM-KIPPUR,YOM-KIPPUR,10,,10,,N,ASL_2008_03_28,47,3892,3960,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16221.mov
541,Brady,YOM-KIPPUR,YOM-KIPPUR,10,,10,,N,ASL_2011_07_22_Brady,36,641,672,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16221.mov
542,Tyler,AUDIENCE,AUDIENCE,crvd-5,crvd-5,crvd-5,crvd-5,N,ASL_2008_05_12a,16,3617,3656,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_147.mov
543,Brady,AUDIENCE,AUDIENCE,crvd-5,crvd-5,crvd-5,crvd-5,N,ASL_2011_06_08_Brady,14,17,47,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_147.mov
544,Liz,AUDIOLOGY,AUDIOLOGY,A,,A,,N,ASL_2008_01_11,25,1230,1285,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_149.mov
545,Naomi,AUDIOLOGY,AUDIOLOGY,A,,A,,N,ASL_2008_08_04,16,5012,5045,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_149.mov
546,Brady,AUDIOLOGY,AUDIOLOGY,A,,A,,N,ASL_2011_06_08_Brady,14,1156,1192,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_149.mov
547,Liz,AUNT,AUNT,A,,A,,N,ASL_2008_01_11,25,1481,1531,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_150.mov
548,Naomi,AUNT,AUNT,A,,A,,N,ASL_2008_08_04,16,5410,5428,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_150.mov
549,Brady,AUNT,AUNT,A,,A,,N,ASL_2011_06_08_Brady,14,1378,1401,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_150.mov
550,Dana,AUNT,AUNT,A,,A,,N,ASL_2007_05_24,7,1432,1482,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_150.mov
551,Lana,AUNT,AUNT_2,A,,A,,N,ASL_2006_10_10,3,1445,1465,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_5533.mov
552,Liz,UNCLE,UNCLE,U/H,,U/H,,N,ASL_2008_03_28,27,1130,1170,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15605.mov
553,Brady,UNCLE,UNCLE,U/H,,U/H,,N,ASL_2011_07_22_Brady,15,2169,2206,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15605.mov
554,Dana,UNCLE,UNCLE,U/H,,U/H,,N,ASL_2007_05_24,27,559,629,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_15605.mov
555,Lana,UNCLE,UNCLE_2,U/H,,U/H,,N,ASL_2006_10_10,25,633,658,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_16222.mov
556,Liz,ns-AUSTRALIA,ns-AUSTRALIA,B-xd,,B-xd,,N,ASL_2008_01_11,25,1810,1835,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_151.mov
557,Naomi,ns-AUSTRALIA,ns-AUSTRALIA,B-xd,,B-xd,,N,ASL_2008_08_04,17,312,343,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_151.mov
558,Brady,ns-AUSTRALIA,ns-AUSTRALIA,B-xd,,B-xd,,N,ASL_2011_06_08_Brady,14,1598,1624,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_151.mov
559,Liz,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,cocked-8,cocked-8,5,5,N,ASL_2008_01_11,26,611,645,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5739.mov
560,Tyler,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,8,8,5,5,N,ASL_2008_05_12a,17,787,820,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5739.mov
561,Naomi,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,cocked-8,cocked-8,5,5,N,ASL_2008_08_04,17,560,587,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5739.mov
562,Brady,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,cocked-8,cocked-8,5,5,N,ASL_2011_06_08_Brady,14,1887,1914,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5739.mov
563,Liz,ns-nat-AUSTRIA,ns-nat-AUSTRIA,1,1,X,X,N,ASL_2008_01_11,26,916,955,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_153.mov
564,Brady,ns-nat-AUSTRIA,ns-nat-AUSTRIA,1,1,X,X,N,ASL_2011_06_08_Brady,14,2163,2191,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_153.mov
565,Liz,WAKE-UP,WAKE-UP,flat-G,flat-G,L,L,N,ASL_2008_01_11,27,395,420,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_158.mov
566,Tyler,WAKE-UP,WAKE-UP,flat-G,flat-G,L,L,N,ASL_2008_05_12a,17,3457,3480,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_158.mov
567,Naomi,WAKE-UP,WAKE-UP,baby-O,baby-O,L,L,N,ASL_2008_08_04,17,2937,2962,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_158.mov
568,Brady,WAKE-UP,WAKE-UP,baby-O,baby-O,L,L,N,ASL_2011_06_08_Brady,14,3651,3674,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_158.mov
569,Liz,SURPRISE,SURPRISE,baby-O,baby-O,L,L,N,ASL_2008_02_29,54,805,855,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15559.mov
570,Brady,SURPRISE,SURPRISE,baby-O,baby-O,L,L,N,ASL_2011_07_19_Brady,106,163,183,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15559.mov
571,Brady,SURPRISE,SURPRISE_2,baby-O,baby-O,L,L,N,ASL_2011_07_22_Brady,41,935,965,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15595.mov
572,Liz,ASTONISHED,ASTONISHED,S,S,C,C,N,ASL_2008_02_29,29,2490,2538,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15602.mov
573,Brady,AMAZED,AMAZED,S,S,crvd-sprd-B,crvd-sprd-B,N,ASL_2011_07_19_Brady,80,4490,4510,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16497.mov
574,Liz,GO-AWAY,GO-AWAY,bent-B-L,,5,,N,ASL_2008_01_11,27,755,780,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_159.mov
575,Tyler,GO-AWAY,GO-AWAY,bent-B-L,,5,,N,ASL_2008_05_12a,17,3686,3710,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_159.mov
576,Tyler,GO-AWAY,GO-AWAY,bent-B-L,,5,,N,ASL_2008_05_29a,38,1515,1541,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3645.mov
577,Naomi,GO-AWAY,GO-AWAY,crvd-B,,5,,N,ASL_2008_08_04,17,3153,3175,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_159.mov
578,Naomi,GO-AWAY,GO-AWAY,crvd-B,,B-L,,N,ASL_2008_08_13,6,2580,2608,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3645.mov
579,Brady,GO-AWAY,GO-AWAY,bent-B-L,,B-L,,N,ASL_2011_06_08_Brady,14,3878,3901,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_159.mov
580,Liz,GO-AWAY,GO-AWAY_2,bent-B-L,,B-L,,N,ASL_2008_02_01,7,1840,1865,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16376.mov
581,Brady,GO-AWAY,GO-AWAY_2,B-L,,B-L,,N,ASL_2011_06_14_Brady,27,259,287,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16376.mov
582,Liz,AWKWARD,AWKWARD,3,3,3,3,N,ASL_2008_01_11,27,1115,1180,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_161.mov
583,Tyler,AWKWARD,AWKWARD,3,3,3,3,N,ASL_2008_05_12a,18,310,352,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_161.mov
584,Naomi,AWKWARD,AWKWARD,3,3,3,3,N,ASL_2008_08_04,18,243,283,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_161.mov
585,Brady,AWKWARD,AWKWARD,3,3,3,3,N,ASL_2011_06_08_Brady,14,4316,4356,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_161.mov
586,Lana,AWKWARD,AWKWARD,3,3,3,3,N,ASL_2006_10_10,3,1026,1089,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_161.mov
587,Dana,AWKWARD,AWKWARD,3,3,3,3,N,ASL_2007_05_24,7,1006,1069,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_161.mov
588,Liz,B,B,B-xd,,B-xd,,N,ASL_2008_01_11,27,1415,1435,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_162.mov
589,Tyler,B,B,B-xd,,B-xd,,N,ASL_2008_05_12a,18,562,595,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_162.mov
590,Naomi,B,B,B-xd,,B-xd,,N,ASL_2008_08_04,18,521,557,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_162.mov
591,Brady,B,B,B-xd,,B-xd,,N,ASL_2011_06_08_Brady,14,4622,4638,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_162.mov
592,Liz,BABY,BABY,B-L,flat-B,B-L,flat-B,N,ASL_2008_01_11,27,1605,1670,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_163.mov
593,Tyler,BABY,BABY,B-L,B-L,B-L,B-L,N,ASL_2008_05_12a,18,806,850,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_163.mov
594,Naomi,BABY,BABY,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,18,697,751,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_163.mov
595,Brady,BABY,BABY,B-L,B-L,B-L,B-L,N,ASL_2011_06_08_Brady,14,5120,5165,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_163.mov
596,Liz,KEEP-IN-MIND,KEEP-IN-MIND++,X,,X,,N,ASL_2008_01_11,28,550,580,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_165.mov
597,Tyler,KEEP-IN-MIND,KEEP-IN-MIND++,X,,X,,N,ASL_2008_05_12a,18,1225,1265,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_165.mov
598,Naomi,KEEP-IN-MIND,KEEP-IN-MIND+,X,,X,,N,ASL_2008_08_04,18,1365,1417,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_165.mov
599,Brady,KEEP-IN-MIND,KEEP-IN-MIND,X,,X,,N,ASL_2011_06_08_Brady,15,2019,2044,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_165.mov
600,Liz,PAST,PAST+,B-L,,bent-B-L,,N,ASL_2008_01_11,28,1320,1350,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_169.mov
601,Tyler,PAST,PAST++,B-L,,bent-B-L,,N,ASL_2008_05_12a,18,4165,4211,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_169.mov
602,Tyler,PAST,PAST+,B-L,,bent-B-L,,N,ASL_2008_05_12a,24,466,485,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3308.mov
603,Tyler,PAST,PAST++,B-L,,bent-B-L,,N,ASL_2008_05_12a,24,710,742,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5042.mov
604,Naomi,PAST,PAST+,B-L,,bent-B-L,,N,ASL_2008_08_04,18,3418,3447,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_169.mov
605,Brady,PAST,PAST+,B-L,,B-L,,N,ASL_2011_06_08_Brady,15,485,510,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_169.mov
606,Liz,PAST,PAST_2,B-L,,bent-B-L,,N,ASL_2008_01_11,37,1075,1096,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16420.mov
607,Liz,PAST,PAST_2,B-L,,bent-B-L,,N,ASL_2008_02_15,32,1185,1230,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16421.mov
608,Naomi,PAST,PAST_2,B-L,,bent-B-L,,N,ASL_2008_08_04,25,435,452,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16420.mov
609,Brady,PAST,PAST_2,B-L,,B-L,,N,ASL_2011_06_08_Brady,18,5538,5556,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16420.mov
610,Brady,PAST,PAST_2,B-L,,B-L,,N,ASL_2011_07_19_Brady,27,721,741,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16421.mov
611,Lana,PAST,PAST_2,B-L,,bent-B-L,,N,ASL_2006_01_20,22,2428,2449,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_16420.mov
612,Liz,BACKGROUND,BACKGROUND,B,B-L,G/Q,B-L,N,ASL_2008_01_11,28,1755,1800,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_170.mov
613,Tyler,BACKGROUND,BACKGROUND,B,B-L,G/Q,B-L,N,ASL_2008_05_12a,18,4420,4455,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_170.mov
614,Naomi,BACKGROUND,BACKGROUND,B,B-L,G/Q,B-L,N,ASL_2008_08_04,18,3667,3685,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_170.mov
615,Brady,BACKGROUND,BACKGROUND,B,B-L,G/Q,B-L,N,ASL_2011_06_08_Brady,15,2796,2815,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_170.mov
616,Liz,BACKPACK,BACKPACK,A,A,A,A,N,ASL_2010_08_10_Liz_additional_lexicon_signs,8,2880,2935,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_171.mov
617,Tyler,BACKPACK,BACKPACK,10,10,10,10,N,ASL_2008_05_12a,19,455,510,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_171.mov
618,Naomi,BACKPACK,(crvd-B)BACKPACK,crvd-B,crvd-B,crvd-B,crvd-B,N,ASL_2008_08_04,19,265,287,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5098.mov
619,Tyler,BACON,BACON,U-L,U-L,bent-U-L,bent-U-L,N,ASL_2008_05_12a,19,705,750,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_172.mov
620,Naomi,BACON,BACON,bent-U-L,bent-U-L,bent-U-L,bent-U-L,N,ASL_2008_08_04,19,561,577,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_172.mov
621,Liz,BACON,BACON_2,U/H,U/H,crvd-U,crvd-U,N,ASL_2008_01_11,29,1065,1105,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16223.mov
622,Tyler,BADGE,BADGE,crvd-L,,crvd-L,,N,ASL_2008_05_12a,19,1165,1230,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_175.mov
623,Liz,BADGE,BADGE_2,L-X,,L-X,,N,ASL_2008_01_11,29,1575,1615,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3307.mov
624,Liz,BADGE,(F)BADGE,F/9,,F/9,,N,ASL_2008_01_11,29,2080,2126,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5662.mov
625,Naomi,BADGE,(F)BADGE,F/9,,F/9,,N,ASL_2008_08_04,19,1782,1820,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5662.mov
626,Liz,PIN,PIN,sml-C/3,,baby-O,,N,ASL_2008_02_15,39,1510,1550,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15995.mov
627,Brady,PIN,PIN_2,G/Q,,flat-G,,N,ASL_2011_07_19_Brady,33,1576,1593,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15996.mov
