,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
452,Brady,ns-AMERICA,ns-AMERICA+,5,5,5,5,N,ASL_2011_06_08_Brady,11,4236,4264,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_87.mov
454,Liz,AMONG,AMONG,1,5,1,5,N,ASL_2008_01_11,13,1395,1460,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_89.mov
456,Brady,AMONG,AMONG_2,1,5,1,5,N,ASL_2011_06_08_Brady,11,7576,7605,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5531.mov
458,Liz,ns-nat-AMSTERDAM,ns-nat-AMSTERDAM,1,1,1,1,N,ASL_2008_01_11,14,325,371,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_91.mov
459,Naomi,ns-nat-AMSTERDAM,ns-nat-AMSTERDAM,1,1,1,1,N,ASL_2008_08_04,10,420,450,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_91.mov
460,Brady,ns-nat-AMSTERDAM,ns-nat-AMSTERDAM,1,1,1,1,N,ASL_2011_06_08_Brady,11,8297,8331,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_91.mov
462,Liz,ANALYZE,ANALYZE,V/2,V/2,crvd-V,crvd-V,N,ASL_2008_01_11,14,560,595,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_92.mov
463,Tyler,ANALYZE,ANALYZE+,V/2,V/2,crvd-V,crvd-V,N,ASL_2008_05_12a,11,987,1032,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_92.mov
465,Naomi,ANALYZE,ANALYZE_2,V/2,V/2,crvd-V,crvd-V,N,ASL_2008_08_04,10,831,876,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3987.mov
467,Brady,ANALYZE,ANALYZE-LIST+,V/2,V/2,crvd-V,crvd-V,N,ASL_2011_06_08_Brady,11,9597,9631,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16543.mov
469,Liz,GENERATION,GENERATION+,B-L,B-L,B-L,B-L,N,ASL_2008_02_01,3,750,830,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_93.mov
470,Liz,GENERATION,GENERATION+,B-L,B-L,B-L,B-L,N,ASL_2008_02_01,41,835,921,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15118.mov
471,Naomi,GENERATION,GENERATION+,B-L,B-L,B-L,B-L,N,ASL_2008_08_13,3,1423,1470,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_93.mov
472,Naomi,GENERATION,GENERATION+,B-L,B-L,B-L,B-L,N,ASL_2008_08_13,34,1527,1576,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15118.mov
473,Brady,GENERATION,GENERATION+,bent-B,bent-B,bent-B,bent-B,N,ASL_2011_06_14_Brady,25,154,201,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_93.mov
474,Brady,GENERATION,GENERATION+,B-L,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,44,6965,7008,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15118.mov
476,Liz,GENERATIONS-AGO,GENERATIONS-AGO+,B-L,B-L,B-L,B-L,N,ASL_2008_01_11,14,765,825,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15580.mov
477,Naomi,GENERATIONS-AGO,GENERATIONS-AGO+,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,10,1463,1498,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15580.mov
478,Brady,GENERATIONS-AGO,GENERATIONS-AGO+,B-L,B-L,bent-B-L,bent-B-L,N,ASL_2011_06_08_Brady,11,9127,9164,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15580.mov
480,Liz,HEREDITY,HEREDITY+,U/H,U/H,U/H,U/H,N,ASL_2010_08_10_Liz_additional_lexicon_signs,29,2785,2851,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15582.mov
481,Brady,HEREDITY,HEREDITY+,U/H,U/H,U/H,U/H,N,ASL_2011_06_14_Brady,33,6357,6392,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15582.mov
483,Liz,PASS-DOWN,PASS-DOWN+,flat-O,flat-O,flat-O,flat-O,N,ASL_2010_08_10_Liz_additional_lexicon_signs,20,1390,1440,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16401.mov
484,Brady,PASS-DOWN,PASS-DOWN+,flat-O,flat-O,flat-O,flat-O,N,ASL_2011_06_14_Brady,40,3427,3466,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16401.mov
486,Liz,AND,AND,crvd-sprd-B,,flat-O,,N,ASL_2008_01_11,14,970,1005,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_94.mov
487,Tyler,AND,AND,crvd-sprd-B,,flat-O,,N,ASL_2008_05_12a,11,1520,1535,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_94.mov
488,Naomi,AND,AND,crvd-sprd-B,,flat-O,,N,ASL_2008_08_04,10,1817,1837,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_94.mov
489,Brady,AND,AND,tight-C,,flat-O,,N,ASL_2011_06_08_Brady,11,10803,10824,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_94.mov
490,Lana,AND,AND,crvd-sprd-B,,flat-O,,N,ASL_2006_01_20,22,265,300,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_94.mov
492,Liz,OTHER,OTHER,10,,10,,N,ASL_2008_01_11,15,640,666,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_98.mov
493,Tyler,OTHER,OTHER,10,,10,,N,ASL_2008_05_12a,11,2415,2432,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_98.mov
494,Naomi,OTHER,OTHER,A,,10,,N,ASL_2008_08_04,10,2827,2850,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_98.mov
495,Brady,OTHER,OTHER,10,,10,,N,ASL_2011_06_08_Brady,12,1457,1473,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_98.mov
497,Liz,ANSWER,ANSWER,1,1,1,1,N,ASL_2008_01_11,15,855,879,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_99.mov
498,Liz,ANSWER,ANSWER,1,1,1,1,N,ASL_2008_02_29,11,640,679,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3986.mov
499,Tyler,ANSWER,ANSWER,1,1,1,1,N,ASL_2008_05_12a,11,2645,2658,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_99.mov
500,Naomi,ANSWER,ANSWER,1,1,1,1,N,ASL_2008_08_04,10,3042,3060,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_99.mov
501,Brady,ANSWER,ANSWER,1,1,1,1,N,ASL_2011_06_08_Brady,12,1710,1722,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_99.mov
502,Brady,ANSWER,ANSWER,1,1,1,1,N,ASL_2011_06_08_Brady,13,18895,18911,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3986.mov
503,Brady,ANSWER,ANSWER+,1,1,1,1,N,ASL_2011_06_08_Brady,13,19163,19185,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15733.mov
504,Brady,ANSWER,ANSWER,1,1,1,1,N,ASL_2011_07_19_Brady,56,128,146,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15931.mov
505,Brady,ANSWER,ANSWER,1,1,1,1,N,ASL_2011_07_19_Brady,56,436,450,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15962.mov
506,Lana,ANSWER,ANSWER,1,1,1,1,N,ASL_2006_10_10,2,2630,2647,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_99.mov
507,Dana,ANSWER,ANSWER,1,1,1,1,N,ASL_2007_05_24,5,3062,3086,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_99.mov
509,Liz,ORDER,ORDER,1,,1,,N,ASL_2008_02_15,27,3085,3125,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15994.mov
510,Brady,ORDER,ORDER,1,,1,,N,ASL_2011_07_19_Brady,22,2212,2244,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15994.mov
512,Liz,REPORT,REPORT,R,R,R,R,N,ASL_2008_02_29,11,834,876,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16375.mov
514,Liz,ANY,ANY,A,,A,,N,ASL_2008_01_11,15,1085,1106,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_100.mov
515,Tyler,ANY,ANY,10,,A,,N,ASL_2008_05_12a,11,2831,2855,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_100.mov
516,Naomi,ANY,ANY,A,,A,,N,ASL_2008_08_04,10,3240,3258,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_100.mov
517,Brady,ANY,ANY,10,,10,,N,ASL_2011_06_08_Brady,12,2405,2435,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_100.mov
518,Lana,ANY,ANY,A,,A,,N,ASL_2006_10_10,2,2507,2522,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_100.mov
519,Dana,ANY,ANY,10,,10,,N,ASL_2007_05_24,5,2910,2939,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_100.mov
521,Liz,DEAF-APPLAUSE,DEAF-APPLAUSE,5,5,5,5,N,ASL_2008_01_11,16,820,851,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_105.mov
522,Tyler,DEAF-APPLAUSE,DEAF-APPLAUSE,5,5,5,5,N,ASL_2008_05_12a,12,2140,2167,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_105.mov
523,Naomi,DEAF-APPLAUSE,DEAF-APPLAUSE,5,5,5,5,N,ASL_2008_08_04,12,1320,1342,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_105.mov
524,Brady,DEAF-APPLAUSE,DEAF-APPLAUSE,5,5,5,5,N,ASL_2011_06_08_Brady,12,6122,6153,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_105.mov
526,Liz,APPLE,APPLE,X,,X,,N,ASL_2008_01_11,18,826,865,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_106.mov
527,Tyler,APPLE,APPLE,X,,X,,N,ASL_2008_05_12a,12,2340,2360,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_106.mov
528,Naomi,APPLE,APPLE,X,,X,,N,ASL_2008_08_04,12,1525,1546,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_106.mov
529,Brady,APPLE,APPLE,X,,X,,N,ASL_2011_06_08_Brady,12,6398,6409,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_106.mov
530,Dana,APPLE,APPLE,X,,X,,N,ASL_2007_05_24,5,3231,3275,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_106.mov
532,Lana,APPLE,(S)APPLE,S,,S,,N,ASL_2006_10_10,2,2754,2775,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_5532.mov
534,Liz,APPLY,APPLY,V/2,1,V/2,1,N,ASL_2008_01_11,18,1225,1255,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_107.mov
535,Liz,APPLY,APPLY,V/2,1,V/2,1,N,ASL_2008_01_11,18,1865,1905,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3324.mov
536,Naomi,APPLY,APPLY,V/2,1,V/2,1,N,ASL_2008_08_04,12,1777,1803,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_107.mov
537,Naomi,APPLY,APPLY,V/2,1,V/2,1,N,ASL_2008_08_04,12,2302,2335,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3324.mov
538,Brady,APPLY,APPLY,V/2,1,V/2,1,N,ASL_2011_06_08_Brady,12,6628,6637,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_107.mov
539,Brady,APPLY,APPLY,V/2,1,V/2,1,N,ASL_2011_07_22_Brady,37,1538,1556,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3324.mov
541,Liz,APPOINT,APPOINT,S,,S,,N,ASL_2008_01_11,19,625,665,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_110.mov
542,Tyler,APPOINT,APPOINT,S,,S,,N,ASL_2008_05_12a,12,5082,5115,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_110.mov
543,Naomi,APPOINT,APPOINT,S,,S,,N,ASL_2008_08_04,12,2715,2735,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_110.mov
544,Brady,APPOINT,APPOINT,S,,S,,N,ASL_2011_06_08_Brady,12,7112,7132,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_110.mov
546,Liz,APPOINTMENT,APPOINTMENT,5,5,A,A,N,ASL_2008_01_11,19,1306,1345,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_112.mov
547,Tyler,APPOINTMENT,APPOINTMENT,5,crvd-flat-B,S,S,N,ASL_2008_05_12a,13,685,732,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_112.mov
548,Tyler,APPOINTMENT,APPOINTMENT,5,crvd-5,S,S,N,ASL_2008_05_12a,13,1000,1027,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3435.mov
549,Naomi,APPOINTMENT,APPOINTMENT,5,crvd-5,S,S,N,ASL_2008_08_04,13,823,850,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_112.mov
550,Naomi,APPOINTMENT,APPOINTMENT,crvd-5,crvd-5,S,S,N,ASL_2008_08_04,13,1418,1442,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3435.mov
551,Brady,APPOINTMENT,APPOINTMENT,5,5,A,A,N,ASL_2011_07_22_Brady,37,1735,1766,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_112.mov
552,Lana,APPOINTMENT,APPOINTMENT,5,crvd-5,S,S,N,ASL_2006_10_10,2,2878,2906,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_112.mov
553,Dana,APPOINTMENT,APPOINTMENT,5,5,S,S,N,ASL_2007_05_24,5,3362,3437,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_112.mov
555,Liz,APPOINTMENT,(A)APPOINTMENT,A,A,A,A,N,ASL_2008_01_11,19,1090,1131,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3442.mov
557,Liz,APPOINTMENT,(nd-S)APPOINTMENT,crvd-sprd-B,S,S,S,N,ASL_2008_02_29,12,866,930,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5091.mov
558,Brady,APPOINTMENT,(nd-S)APPOINTMENT,crvd-5,S,A,S,N,ASL_2011_06_08_Brady,12,8701,8731,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5091.mov
560,Tyler,LATCH,LATCH,5,S,S,S,N,ASL_2008_06_10,3,4022,4051,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15683.mov
561,Brady,LATCH,LATCH,5,S,S,S,N,ASL_2011_06_14_Brady,50,4552,4579,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15683.mov
563,Liz,LOCK,LOCK,S,S,S,S,N,ASL_2008_02_01,52,307,347,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15684.mov
564,Naomi,LOCK,LOCK,S,S,S,S,N,ASL_2008_08_04,28,1522,1545,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15684.mov
565,Brady,LOCK,LOCK,S,S,S,S,N,ASL_2011_06_14_Brady,50,5429,5459,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15684.mov
567,Naomi,LOCK,LOCK_2,crvd-5,crvd-5,S,S,N,ASL_2008_08_13_session2,6,3746,3768,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15685.mov
569,Liz,REGULAR,REGULAR++,1,1,1,1,N,ASL_2008_02_29,8,3331,3400,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_116.mov
570,Tyler,REGULAR,REGULAR++,1,1,1,1,N,ASL_2008_05_12a,13,1920,1962,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_116.mov
571,Naomi,REGULAR,REGULAR++,bent-1,1,bent-1,1,N,ASL_2008_08_04,13,2201,2246,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_116.mov
572,Brady,REGULAR,REGULAR+,1,1,1,1,N,ASL_2011_06_08_Brady,12,9999,10033,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_116.mov
573,Brady,REGULAR,REGULAR+,1,1,1,1,N,ASL_2011_07_19_Brady,53,2355,2383,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5899.mov
574,Lana,REGULAR,REGULAR++,1,1,1,1,N,ASL_2006_10_10,20,562,619,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_116.mov
575,Dana,REGULAR,REGULAR++,1,1,1,1,N,ASL_2007_05_24,22,426,491,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_116.mov
577,Tyler,APPROVE,APPROVE,S,B-L,P/K,B-L,N,ASL_2008_05_12a,13,2152,2185,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_117.mov
578,Naomi,APPROVE,APPROVE,S,crvd-B,P/K,crvd-B,N,ASL_2008_08_04,13,2566,2592,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_117.mov
580,Liz,STAMP-SEAL,STAMP-SEAL,10,B-L,10,B-L,N,ASL_2008_02_29,25,45,80,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5092.mov
581,Brady,STAMP-SEAL,STAMP-SEAL,10,B-L,10,B-L,N,ASL_2011_07_19_Brady,75,1179,1197,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5092.mov
583,Liz,APPROVE/VETO,APPROVE/VETO,S,crvd-B,S,crvd-B,N,ASL_2008_01_11,20,595,636,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16149.mov
585,Brady,BACKSTAB,BACKSTAB,S,B-L,S,B-L,N,ASL_2011_06_08_Brady,12,10278,10300,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16237.mov
587,Naomi,SHOOT-ARROW,SHOOT-ARROW,A,S,B-L,S,N,ASL_2008_08_04,13,3895,3940,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_120.mov
589,Liz,SHOOT-ARROW,SHOOT-ARROW_2,A,S,U/H,S,N,ASL_2008_01_11,20,1590,1635,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5387.mov
591,Brady,(cocked-8)SHOOT-ARROW,(cocked-8)SHOOT-ARROW,cocked-8,cocked-8,4,4,N,ASL_2011_06_08_Brady,12,11186,11210,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5388.mov
593,Tyler,(Horns)SHOOT-ARROW,(Horns)SHOOT-ARROW,Horns,S,4,S,N,ASL_2008_05_12a,13,3036,3067,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5389.mov
595,Liz,GUITAR,GUITAR++,loose-E,loose-E,loose-E,loose-E,N,ASL_2008_01_11,21,246,290,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_122.mov
596,Liz,GUITAR,GUITAR+++,A,10,A,10,N,ASL_2008_02_01,13,2030,2095,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3650.mov
597,Liz,GUITAR,GUITAR++,crvd-5,5-C-L,crvd-5,5-C-L,N,ASL_2008_02_01,13,2440,2521,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3651.mov
598,Tyler,GUITAR,GUITAR++,5-C-L,A,5-C-L,A,N,ASL_2008_05_12a,14,526,565,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_122.mov
599,Tyler,GUITAR,GUITAR++,crvd-5,10,crvd-5,10,N,ASL_2008_05_29a,43,1980,2030,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3650.mov
600,Tyler,GUITAR,GUITAR++,crvd-sprd-B,10,crvd-sprd-B,10,N,ASL_2008_05_29a,43,2206,2246,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3651.mov
